id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
17108,boardgame,Arclight,2004,2,6,20,20,20,10,10,7.45,0,30,1,5,18,9,2,2
107636,boardgame,Phantom Thief Jewel,2010,3,5,15,15,15,8,2,7,0,9,0,0,1,2,0,0
99194,boardgame,Mutt-Opoly,0,2,6,0,0,0,8,0,0,0,0,0,1,0,0,0,0
200549,boardgame,Royal Defense,2016,2,4,90,30,90,12,6,8,0,5,0,0,3,2,0,0
144387,boardgame,Face Friend,2013,3,6,30,30,30,10,5,6.3,0,6,0,0,1,2,1,1
150314,boardgame,Crash_Em_Thrash_Em_Warbots,2013,2,4,0,0,0,12,2,4.5,0,1,0,0,0,0,0,0
168857,boardgameexpansion,The Red Dragon Inn: Allies – Wrench,2015,2,20,45,45,45,13,66,7.84091,5.63734,469,0,23,84,14,2,2
123134,boardgame,Absolution,2012,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216267,boardgame,Stinger!,2014,2,2,10,5,10,8,0,0,0,0,0,0,0,0,0,0
796,boardgame,Shanghai Trader,1986,3,6,240,240,240,12,191,6.53508,5.66477,368,33,19,33,86,17,2.5882
13680,boardgame,Atom Building Game,2003,2,8,0,0,0,10,0,0,0,2,0,2,1,1,0,0
69788,boardgame,My Son the Doctor,1968,2,6,30,30,30,8,2,5.5,0,3,1,0,0,1,1,2
191899,boardgameexpansion,Kill the Overlord: Anarchist,2012,0,0,0,0,0,0,0,0,0,8,0,2,4,0,0,0
164564,boardgame,Giant,2015,3,5,45,45,45,12,5,7.6,0,18,1,0,1,4,1,1
191250,boardgame,Greebles: Mashup Monster Combat,2015,2,4,30,5,30,7,0,0,0,1,0,0,0,0,0,0
86174,boardgame,Arlecchino,2010,2,4,15,15,15,6,23,5.32,0,39,2,1,2,9,2,2
174485,boardgame,Babylon Gardens,2014,2,4,60,30,60,7,9,7.16667,0,10,0,0,4,1,0,0
128957,boardgame,Recette de Sorciére,1999,2,6,0,0,0,5,0,0,0,1,0,0,0,0,0,0
7092,boardgame,Battles for the Ardennes,1978,2,4,90,90,90,12,227,7.33722,5.84811,629,29,22,37,137,49,2.8367
180384,boardgame,Chattanooga: The Civil War Game,1978,2,4,0,0,0,9,0,0,0,1,0,0,1,0,0,0
218189,boardgame,Nugget goes to school,1930,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
216167,boardgameexpansion,Pijamas: Operation Cobra,2014,1,12,60,30,60,6,0,0,0,1,0,0,0,0,0,0
2990,boardgame,Balanx,1993,2,2,20,20,20,8,150,5.30426,5.46673,278,23,4,14,66,19,1.9474
66040,boardgame,Die merkwürdigsten Männer des Jahres 1848,1848,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38454,boardgameexpansion,Ticket to Ride: The Dice Expansion,2008,2,5,40,40,40,0,725,5.72297,5.59138,2179,62,73,244,256,60,1.55
144976,boardgame,Promised Land,2012,2,8,30,30,30,8,4,2.375,0,5,0,0,0,2,0,0
5727,boardgame,Europe at War,1985,1,2,120,120,120,12,55,6.20364,5.53457,165,11,12,8,42,14,1.9286
104614,boardgame,Spellmaster,1960,1,5,10,10,10,4,2,3.25,0,8,0,0,0,2,0,0
13600,boardgame,Candyland Lotto,1987,2,4,15,15,15,3,2,5,0,7,2,0,0,1,0,0
164169,boardgameexpansion,Star Wars: X-Wing Miniatures Game – Most Wanted Expansion Pack,2014,2,2,0,0,0,14,362,8.2134,6.27989,2235,17,99,236,108,8,2.125
209597,boardgame,QB8,2016,2,4,0,0,0,0,1,6,0,2,0,0,0,0,0,0
60401,boardgameexpansion,"Monuments: Heroes, Traders, and Science",2009,2,4,60,60,60,8,18,6.79167,0,187,50,2,10,21,1,1
175306,boardgame,ADJitation,2015,1,8,60,30,60,9,0,0,0,2,0,0,0,0,0,0
36404,boardgame,Age of Conquistadors: 1492-1612,0,1,4,360,360,360,12,3,5.66667,0,7,0,28,145,8,2,3.5
151888,boardgame,SNORT,1970,2,2,0,0,0,0,5,6.4,0,4,1,0,1,4,2,2.5
35167,boardgame,Quadrago,2007,2,2,30,30,30,0,25,6.38,0,60,5,2,9,8,2,2
32598,boardgame,Manimals Dinos 1,2007,2,6,20,20,20,6,31,6.27581,5.52743,57,4,1,3,10,5,1
85098,boardgame,Kartrider World Tour,2008,2,4,50,50,50,6,2,6,0,3,0,0,0,1,1,2
109907,boardgame,Pocket Quiz: Ruhrgebiet,2006,1,0,20,20,20,12,1,6,0,2,0,0,1,0,0,0
178209,boardgame,Adventure Time Fluxx,2015,2,6,30,5,30,8,182,6.45357,5.62826,588,8,6,45,41,6,1.3333
40899,boardgame,JUMBLE: 3 games in 1,2008,2,0,30,30,30,8,3,4.66667,0,12,1,0,0,3,0,0
21106,boardgame,Sorry! Splash Mountain,2005,2,4,30,30,30,6,10,5.35,0,19,0,5,4,4,0,0
49738,boardgameexpansion,Age of Steam Expansion: Chesapeake & Ohio,2006,3,6,120,120,120,12,5,7.06816,0,17,0,11,17,9,0,0
6279,boardgame,Girls High School Athletic Festival,1991,2,6,30,30,30,10,2,5.25,0,3,0,1,2,1,1,1
142232,boardgame,SeaWar: 1805,2008,2,2,60,60,60,12,1,6,0,2,0,0,0,1,0,0
142196,boardgame,Inventeur / Inventor,2013,2,2,15,15,15,7,0,0,0,2,0,0,1,0,1,1
31586,boardgame,Obcy,1988,2,7,60,60,60,0,99,6.42121,5.55917,109,1,6,16,19,15,2.1333
8888,boardgame,August Fury,1990,2,2,360,360,360,14,33,6.60909,5.53955,176,21,3,9,22,7,3.4286
9246,boardgame,L'Attaque,1909,2,2,20,20,20,12,36,5.72917,5.50597,67,6,5,6,10,3,1.3333
24682,boardgame,Kopf an Kopf,1998,2,4,30,30,30,4,0,0,0,1,0,0,0,0,0,0
36770,boardgame,Grouchy Ladybug Game,0,2,4,0,0,0,3,6,4,0,10,1,0,0,3,2,1
86088,boardgame,Heimat-quiz,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
19246,boardgame,Catherine the Great,2005,1,3,0,0,0,14,46,6.52935,5.54422,234,6,12,21,38,8,2.875
36127,boardgame,Bug Hunt,2008,1,1,0,0,0,0,5,3.6,0,8,0,0,1,3,1,2
111086,boardgameexpansion,The Phantom League: Mostly Harmless Promo Deck,2011,2,6,90,90,90,12,17,7.35294,0,86,10,8,9,2,0,0
15445,boardgame,History Up To Date,1904,2,2,30,30,30,0,0,0,0,1,0,0,0,0,0,0
66131,boardgame,Predator!,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
4260,boardgame,Odyssey,1980,2,2,120,120,120,10,27,5.24815,0,98,5,7,6,12,5,1.4
127280,boardgame,Literarisches Quiz,2009,1,8,0,0,0,12,0,0,0,0,0,0,1,0,0,0
13248,boardgame,Middle Age Crazy,1985,3,12,60,60,60,0,1,2,0,9,0,0,0,0,0,0
168770,boardgame,Epic PVP: Fantasy,2015,2,4,20,20,20,10,336,6.83955,5.81434,981,74,15,77,120,25,2.12
21027,boardgame,Terrytoons Mighty Mouse Game,1978,2,4,30,30,30,6,2,3.75,0,11,3,1,2,2,0,0
19338,boardgame,Mind Your Language,1992,0,0,0,0,0,0,2,3.5,0,8,0,1,1,0,0,0
21021,boardgame,Ohne Worte!,1999,2,6,45,45,45,8,3,5.66667,0,7,2,2,2,1,0,0
15238,boardgame,International Cricket,1985,1,2,120,120,120,12,31,7.86452,5.58054,45,0,4,8,16,6,2.6667
89356,boardgame,Serenissima,2004,2,6,120,120,120,12,4,6.875,0,26,2,0,1,1,0,0
15543,boardgame,Ombytta roller,0,2,6,60,60,60,0,3,4,0,3,1,0,0,2,1,1
129739,boardgame,The Big Bang Theory: For Your Consideration,2011,2,5,30,30,30,12,0,0,0,2,0,0,2,0,1,1
38315,boardgame,Planet der Sinne: Sehen,2008,2,4,20,20,20,0,3,5.66667,0,4,0,1,1,1,0,0
116956,boardgame,La Spirale à billes,0,2,4,10,10,10,5,0,0,0,1,0,0,0,0,0,0
119332,boardgame,Spoker,2012,2,2,15,15,15,10,1,7,0,2,0,0,1,0,0,0
69291,boardgame,On Guard: A Military Table Game,1909,2,4,30,30,30,8,0,0,0,1,0,0,0,0,0,0
63072,boardgame,ArchMage,2009,2,4,360,360,360,12,3,6,0,4,0,0,4,2,0,0
97635,boardgame,Times Seven: Sayings of Jesus,2006,2,6,45,45,45,8,2,3.5,0,2,0,0,0,0,0,0
53742,boardgame,Fredi ja Batonaator kosmoses,0,2,4,30,30,30,4,1,2,0,2,0,0,0,1,0,0
179428,boardgameexpansion,Ascension: Lunar Matriarch Promo,2015,2,4,30,30,30,13,1,8,0,4,0,18,30,0,0,0
204058,boardgame,Super Mario World,1992,2,4,60,30,60,5,0,0,0,2,0,1,1,0,0,0
136024,boardgame,"Kłamca, Kłamca",2013,3,10,15,15,15,7,0,0,0,0,0,0,1,0,0,0
140053,boardgame,X-Plus,2002,2,2,2,2,2,7,2,6.5,0,7,1,0,0,0,0,0
19914,boardgame,Hexxagon,1992,2,2,20,20,20,10,102,5.54853,5.49889,14,0,0,4,35,13,1.9231
91513,boardgame,Princess Magic Fairy,2011,2,4,10,10,10,4,22,5.90909,0,58,1,0,4,8,1,1
15504,boardgame,OL-spillet Nagano,1998,2,8,45,45,45,8,0,0,0,0,0,0,0,0,0,0
25801,boardgame,Kon-Tiki Spillet,2004,2,6,30,30,30,8,4,4.125,0,7,0,1,1,3,0,0
4799,boardgame,Dicemaster: Cities of Doom,1996,2,2,90,90,90,12,106,5.70185,5.52042,288,23,21,24,55,16,1.625
101719,boardgame,Qui veut gagner des millions ? (version voyage),2009,2,4,25,25,25,8,1,4.5,0,5,1,0,0,0,0,0
98370,boardgameexpansion,Incursion: SNAFU,2011,1,3,120,120,120,0,40,8.09,5.61721,240,6,14,22,26,4,2.75
218783,boardgameexpansion,The Lord of the Rings: The Card Game – The Treachery of Rhudaur Nightmare Deck,2017,1,4,60,60,60,13,0,0,0,0,0,1,7,0,0,0
19714,boardgame,The Wimbledon Challenge,1991,2,6,0,0,0,10,0,0,0,4,0,0,0,0,0,0
43429,boardgame,Quickthink,1990,2,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0
153073,boardgameexpansion,DC Comics Deck-Building Game: Starfire,2014,2,5,45,45,45,15,162,7.51636,5.78605,732,13,23,45,27,14,1.9286
86406,boardgame,Star Borders: Humanity,2010,2,2,30,30,30,10,96,7.08073,5.65184,233,9,53,118,60,20,2
2719,boardgame,Connect Four,1974,2,2,10,10,10,6,4601,4.81889,4.89754,5130,81,5,49,1349,413,1.2107
76362,boardgame,Celtic Challenge,2010,1,2,20,20,20,8,28,3.96786,0,67,4,1,5,13,4,1
39461,boardgame,Pivot Pool,1972,0,0,0,0,0,0,5,5.5,0,12,1,1,2,3,1,1
36647,boardgame,Sprocket,2008,2,4,0,0,0,8,12,6.26667,0,24,3,4,10,6,1,4
37621,boardgame,The Battles for Tobruk,1975,1,2,0,0,0,0,4,5.875,0,11,1,0,1,2,0,0
120816,boardgame,All About Richmond,1983,2,6,45,45,45,8,0,0,0,0,0,0,0,0,0,0
111637,boardgame,Batt,2011,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0
208673,boardgame,Donner Party,2017,2,5,60,30,60,10,14,7.14286,0,39,0,1,2,9,1,2
3324,boardgame,Railroader,1963,2,4,60,60,60,8,98,5.26633,5.47075,181,11,7,12,53,20,1.5
88619,boardgame,Gummy Bear Factory,2010,1,5,30,30,30,8,4,6.45,0,5,0,1,1,3,1,2
172562,boardgameexpansion,Krosmaster: Arena – Pack Kerubim,2015,2,0,0,60,0,14,24,7.33333,0,171,0,7,11,5,0,0
149968,boardgameexpansion,Star Trek: Attack Wing – I.R.W. Gal Gath'thong Expansion Pack,2014,2,0,30,30,30,14,38,7.21053,5.57354,276,3,6,15,12,1,3
128530,boardgameexpansion,Panzer Lehr at Saint-Lo,2012,2,8,120,120,120,12,1,7,0,6,0,1,1,2,1,3
177633,boardgame,Ciak! Il gioco di carte,2015,2,5,45,30,45,13,10,6.05,0,18,0,0,0,3,1,3
8661,boardgame,Mario Andretti's Racing Rage,2000,2,4,30,30,30,8,0,0,0,3,1,1,2,0,0,0
35529,boardgame,Arkanum,1994,2,3,30,30,30,0,0,0,0,2,0,0,0,0,0,0
25326,boardgame,The Singing Bone,0,2,4,25,25,25,0,1,1,0,1,1,1,1,0,0,0
16408,boardgame,Räuberjagd,2000,2,2,20,20,20,8,2,4,0,13,0,0,0,2,0,0
33276,boardgame,Trice,1995,3,3,15,15,15,0,1,5.5,0,6,0,0,1,4,1,2
107788,boardgame,The Game of Pegpen,1929,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
67867,boardgame,Ratz-Fatz in die Schule,2005,0,0,0,0,0,5,1,2,0,3,1,0,0,0,0,0
143132,boardgame,Sternrupfen,1932,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0
105004,boardgame,Sarena,2011,2,4,15,15,15,8,52,6.32971,5.53592,64,4,3,11,18,5,1.6
161869,boardgame,Castle Blast,2013,2,4,10,10,10,5,23,5.76174,0,63,3,2,9,11,2,1
8108,boardgame,Horton Hears A Who! Card Game,1999,2,4,30,30,30,4,6,3.66667,0,24,0,0,0,6,1,1
133726,boardgameexpansion,A Game of Thrones: The Card Game – The Pirates of Lys,2013,2,4,60,60,60,13,31,7.03677,5.55953,211,7,5,9,5,0,0
210205,boardgame,Dig it Out!,0,2,4,60,40,60,8,0,0,0,0,0,0,0,0,0,0
116449,boardgame,Scrabble Book Lovers,2011,2,4,0,0,0,0,8,6,0,32,0,0,4,2,0,0
31163,boardgame,The Sociable Telephone,1902,2,5,30,30,30,0,0,0,0,0,0,0,1,0,0,0
168914,boardgame,Sjov Gennem Danmark,1974,2,6,0,0,0,0,1,5.5,0,0,0,1,0,0,0,0
125027,boardgame,Patent Pending,2012,3,5,45,45,45,0,0,0,0,2,0,1,2,0,0,0
34033,boardgame,Dice²,2007,1,3,5,5,5,0,8,4.125,0,53,5,0,2,6,1,2
114857,boardgame,Dougram Simulation Manual,1982,2,2,30,30,30,0,1,6,0,4,1,2,1,1,1,1
161873,boardgameexpansion,Star Trek: Attack Wing - Klingon - I.K.S. B'Moth - Collective OP Blind Booster Pack,2014,2,99,30,30,30,14,18,6.94444,0,116,4,4,14,6,0,0
179691,boardgameexpansion,Knee Jerk: Time Travel Pack,2015,4,8,0,10,0,9,1,5,0,10,2,0,1,0,0,0
158434,boardgame,Robinson Crusoe Game,0,2,4,30,30,30,6,1,6,0,2,0,0,1,1,0,0
112411,boardgameexpansion,A Touch of Evil: The Shadow Witch,2011,0,0,0,0,0,0,45,7.51111,5.58626,193,1,20,32,13,1,2
1763,boardgameexpansion,HeroQuest: Barbarian Quest Pack,1992,2,5,120,120,120,12,234,7.35427,5.83877,575,19,181,242,77,16,2.125
5919,boardgame,Die Kürbiskopf-Bande,2002,2,7,20,20,20,6,13,5.88462,0,33,2,8,8,9,4,1.75
64124,boardgame,Big Game Hunting,1910,2,6,60,60,60,6,0,0,0,0,0,0,0,0,0,0
129596,boardgameexpansion,Black Talon: Return to Cat's Eye,2009,2,6,120,120,120,12,0,0,0,3,0,0,0,0,0,0
93656,boardgame,Tonari no Totoro: The Print and Play Game,2011,2,2,10,10,10,5,0,0,0,5,0,1,2,0,0,0
2829,boardgame,Theben,1996,2,2,30,30,30,12,4,7.5,0,11,0,2,4,1,1,3
115754,boardgameexpansion,Anima Tactics: Kagemaru,2010,2,2,60,60,60,12,0,0,0,3,0,0,0,0,1,3
195296,boardgame,Scuttle!,2016,1,5,10,5,10,6,118,7.10763,5.62949,444,7,4,21,56,4,1
39654,boardgame,Age of Muskets Volume III: Vienna or Death,0,2,6,0,0,0,0,2,5,0,0,0,2,10,0,1,3
103769,boardgameexpansion,Blood Bowl (first edition): Skaven Team,1987,2,2,120,120,120,12,10,6.45,0,46,2,1,2,5,0,0
39427,boardgame,Gods: A Game of Righteous Smiting,2008,2,4,30,30,30,0,0,0,0,4,0,0,3,2,0,0
41117,boardgameexpansion,Lightning Strike Companion,2001,2,0,0,0,0,0,3,6.66667,0,22,0,1,1,0,0,0
143077,boardgame,Enclose5,2013,2,2,30,30,30,6,0,0,0,0,0,0,1,0,0,0
70492,boardgame,Rank 'Em,2009,2,4,50,50,50,12,1,5,0,3,0,0,0,1,0,0
182093,boardgame,Egghead,2013,2,9,0,0,0,7,2,5.875,0,2,0,0,1,0,0,0
153759,boardgame,Angel Chess,1915,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167391,boardgameexpansion,Spinergy G-Rings: Mmm...Chocolate! and Hullaballoo,2000,2,12,60,60,60,13,1,7,0,5,0,2,4,1,1,1
110878,boardgameexpansion,Space Maze Rollercoaster,2011,2,4,0,0,0,0,38,6.28816,5.53389,113,12,2,2,17,5,2.2
29703,boardgame,Bewitched Card Game,2007,2,6,30,30,30,0,1,6,0,5,0,0,1,1,0,0
95734,boardgame,Marooned,2011,2,4,30,30,30,10,0,0,0,1,0,0,0,0,0,0
23961,boardgame,Stringbags,2002,2,6,90,90,90,0,2,6,0,7,0,0,0,1,2,3
180157,boardgame,Village of Familiar,2015,3,4,60,30,60,6,28,6.79643,0,104,4,6,40,14,3,2.3333
162959,boardgameexpansion,Robinson Crusoe: Adventure on the Cursed Island – Tracing Doctor Livingstone,2014,1,4,150,90,150,8,90,7.96222,5.7165,776,11,57,124,46,4,2.75
130017,boardgame,"War of the Pacific, Chile vs. Perú and Bolivia, 1879-1883",2013,1,3,300,300,300,0,19,6.71053,0,132,5,2,5,25,2,2
877,boardgame,Troia,2000,2,4,60,60,60,9,132,5.59583,5.50886,257,11,18,37,55,12,1.9167
153558,boardgameexpansion,Band of Brothers: Texas Arrows,2016,2,2,90,90,90,12,36,8.22089,5.61246,410,5,21,52,40,3,2.3333
2851,boardgameexpansion,Supremacy: Mega Map,1991,4,8,360,360,360,12,108,6.96296,5.64627,268,11,17,28,36,3,2.6667
171267,boardgameexpansion,Murano: The Christmas Tree,2014,2,4,60,60,60,10,6,6.91667,0,15,0,20,30,5,3,2.3333
192005,boardgame,Hunter's Island: Thieves,2015,2,4,45,30,45,8,0,0,0,0,0,0,0,0,0,0
33311,boardgame,Greater Saint John On Board,2005,2,8,90,90,90,8,2,3.5,0,1,0,0,0,0,0,0
126664,boardgame,Flicking Finches,2017,2,4,30,30,30,6,0,0,0,1,0,1,6,0,0,0
217402,boardgame,Williams Pokémon Game,0,2,5,30,15,30,3,1,6,0,1,0,0,0,0,1,2
43324,boardgame,Flap Jack The Flip Flop Game,1960,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
64234,boardgame,ADDIE,1995,2,4,30,30,30,12,0,0,0,0,0,0,0,0,0,0
3928,boardgame,Beyond Competition,1977,2,4,30,30,30,0,27,6.45556,0,97,3,7,15,23,2,2.5
24432,boardgame,Hochzeit Mattenklotz,0,8,8,120,120,120,12,2,6.5,0,0,0,0,0,2,2,2
40054,boardgame,Food Fight!,2010,2,4,30,30,30,0,12,6.05,0,26,0,0,8,2,3,1.6667
56003,boardgame,Robot Sen So,2008,2,8,20,20,20,6,0,0,0,3,0,0,0,0,0,0
217212,boardgame,Reise um die Erde,2017,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30764,boardgame,Farscape The Card Game,2001,0,0,0,0,0,0,1,3,0,2,0,0,3,1,0,0
40854,boardgame,Trivial Pursuit: South Australian Charity Edition,2005,2,6,60,60,60,15,2,2.75,0,6,1,0,3,1,0,0
128842,boardgame,Das Wissens-Quiz,0,2,18,45,45,45,12,0,0,0,6,0,0,1,2,0,0
145915,boardgame,Battleborn Legacy,2017,2,4,180,120,180,14,14,7.76929,0,6,0,1,18,14,1,3
178490,boardgame,GameFactory,2015,2,4,120,90,120,14,2,5.5,0,2,0,0,4,0,0,0
147254,boardgame,Die to Live,2013,2,6,60,60,60,12,0,0,0,0,0,0,0,0,0,0
59711,boardgame,I-Game for Teachers,2000,0,0,60,60,60,22,0,0,0,0,0,0,0,0,0,0
82143,boardgame,Musical Pop-Up Baseball,0,1,2,5,5,5,4,0,0,0,0,0,0,0,0,0,0
109045,boardgame,Taxifahrer,0,2,4,60,60,60,6,2,2,0,3,0,0,0,0,0,0
43067,boardgame,"Ozark Ike's complete 3 game set: Baseball, Golf, Basketball",1956,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134398,boardgameexpansion,Sentinels of the Multiverse: Vengeance,2014,2,5,45,45,45,13,1037,7.99989,6.79916,4110,57,91,289,198,42,2.7857
100221,boardgameexpansion,Nightfall: Lisaveta Florescu,2011,2,5,45,45,45,12,132,7.15455,5.71971,624,89,6,19,42,7,3
30202,boardgameexpansion,Paranoia Mandatory Card Game Expansion: Secret Societies,0,3,8,60,60,60,10,1,7,0,1,0,21,31,2,0,0
73569,boardgameexpansion,USS Hampton,1991,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
3111,boardgame,Daumen Drauf,1996,2,7,20,20,20,12,22,3.87273,0,57,2,0,2,6,0,0
53283,boardgame,Super OVNI,1978,2,2,15,15,15,0,0,0,0,1,0,0,0,0,0,0
24665,boardgame,Fädelraupe,1989,2,6,15,15,15,3,4,4.25,0,2,0,0,0,1,0,0
27139,boardgame,Chiclets Gum Village Game,1963,2,4,0,0,0,8,2,5.3,0,3,1,0,0,1,0,0
4531,boardgame,Mein Lieber Biber,2000,2,6,30,30,30,6,19,5.21053,0,38,1,4,2,5,1,1
510,boardgame,Eschnapur,2000,3,5,60,60,60,10,193,5.72068,5.54071,388,48,10,30,73,17,2.3529
208418,boardgame,Martin Luther: Das Quiz,2016,2,8,0,0,0,10,2,5.5,0,2,0,0,1,1,0,0
27551,boardgame,Rescue From Planet Zero,1990,2,4,0,0,0,6,5,5,0,5,0,2,3,1,0,0
25582,boardgame,Idiosyncrasies,1994,3,6,60,60,60,10,1,5,0,2,1,0,0,0,0,0
201147,boardgame,Gavitt's Stock Exchange,1903,2,6,60,30,60,0,1,6,0,10,0,0,0,0,0,0
191236,boardgameexpansion,A Game of Thrones: The Card Game (Second Edition) – Calm over Westeros,2016,2,0,0,0,0,14,57,8.11053,5.64807,570,6,13,38,18,0,0
154722,boardgame,Noppapeli,0,2,4,15,15,15,4,0,0,0,0,0,0,0,0,0,0
207561,boardgame,Tricky,1989,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32749,boardgame,Hop-Scotch,1972,2,6,120,120,120,0,0,0,0,0,0,0,0,0,0,0
6779,boardgame,The Ark of the Covenant,2003,2,5,30,30,30,8,1378,6.97403,6.39849,1781,85,81,284,623,195,1.9231
8960,boardgame,Roma,1986,4,6,60,60,60,12,26,6.38846,0,87,6,5,7,9,4,2.5
199966,boardgame,Kingsburg (Second Edition),2017,2,5,120,90,120,10,7,6.85714,0,8,0,34,222,2,0,0
21778,boardgame,Bella Lanella,2004,1,2,15,15,15,3,1,4,0,4,0,0,1,2,0,0
18213,boardgame,BMX Challenge,1970,2,4,0,0,0,0,1,3,0,0,0,1,2,0,1,1
34402,boardgame,Melthoen,1997,2,2,120,120,120,0,8,6.25,0,14,0,0,1,3,0,0
11124,boardgame,Operation Sea Lion,1997,2,2,240,240,240,12,35,6.33714,5.52819,242,9,4,9,28,10,3
3837,boardgame,Rat-a-Tat Cat,1995,2,6,10,10,10,6,1958,6.17213,5.93172,3310,136,16,117,698,225,1.1244
172114,boardgame,A Very English Murder: Murder at Woodperry Hall,2015,3,7,45,45,45,13,1,6,0,4,0,1,8,2,0,0
25284,boardgame,Modular Maze Game,1986,2,2,30,30,30,0,3,4,0,6,0,0,2,2,0,0
33670,boardgame,The Compact Racing Game,1992,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1089,boardgame,Feuer und Wasser,1999,2,2,10,10,10,10,6,6,0,27,7,2,0,5,0,0
31125,boardgame,Game of the Spider's Web,1898,2,5,20,20,20,0,0,0,0,0,0,1,1,0,0,0
17147,boardgameexpansion,Blue Max: An Aces High Expansion,1980,2,2,90,90,90,12,11,6.92727,0,50,2,3,6,9,2,2.5
166919,boardgameexpansion,Krosmaster: Arena – Season 2 Exp #4 – Armored Brotherhood,2014,2,4,60,60,60,14,24,7.32083,0,232,3,7,12,4,2,2
89408,boardgame,Big Roll Bingo,2008,2,6,15,15,15,4,8,4.125,0,23,1,1,0,2,0,0
98375,boardgame,Mr. Troll,2009,1,8,30,30,30,4,1,5,0,8,0,0,1,1,0,0
118876,boardgame,Capt'n Sharky: Volle Fahrt voraus!,2008,2,4,15,15,15,5,2,3,0,7,2,0,1,1,0,0
184529,boardgame,Politair,1985,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0
186872,boardgame,Black Elephant Gift Exchange,2015,3,8,15,5,15,17,0,0,0,1,0,0,0,1,0,0
8215,boardgame,Intermedium: Stepping Stones,1976,2,2,30,30,30,10,18,6.58333,0,31,1,2,7,11,2,3.5
865,boardgame,Landslide,1971,2,4,90,90,90,9,189,6.10397,5.57418,362,32,10,14,94,28,1.4286
30327,boardgameexpansion,Battleground: Crossbows & Catapults Twin Attack Armory Packs,2007,2,2,30,30,30,6,105,6.51333,5.58652,322,30,15,25,72,11,1.4545
41210,boardgameexpansion,Star Fleet Battles: Module G3 – Master Annex File,2009,2,6,120,120,120,12,6,7.66667,0,27,0,1,7,1,0,0
172115,boardgame,Cat Box Lite,2015,2,3,10,5,10,6,4,6.125,0,25,0,0,6,0,0,0
207231,boardgameexpansion,Tallinn: The Assembly,2016,2,4,20,15,20,10,6,6.75,0,39,0,0,2,4,0,0
170715,boardgame,Empire,0,2,6,60,30,60,10,4,6.75,0,1,0,0,1,2,1,3
96778,boardgameexpansion,Cyclades: Hades,2011,2,5,90,90,90,10,1497,7.99646,7.04434,4227,34,234,698,345,82,2.9024
35585,boardgame,Koe zoekt Boer,2008,2,5,15,15,15,8,89,4.90517,5.43896,187,25,2,4,34,13,1.2308
38525,boardgame,Todos contra el fuego,1987,1,0,0,0,0,0,1,5,0,3,0,0,0,1,0,0
26341,boardgame,Knight Chase,0,2,2,10,10,10,0,3,6.66667,0,10,0,0,4,4,0,0
41437,boardgame,Teapot game,2001,2,6,0,0,0,3,2,3,0,0,0,0,0,2,0,0
31291,boardgame,España 1936,2007,2,2,180,180,180,14,584,7.31024,6.19734,961,30,65,205,214,100,2.82
6702,boardgame,Battlecards: World Conflict – The Russian Front – Starter Set,2003,2,8,60,60,60,10,66,5.39242,5.49372,125,15,3,6,24,5,2.2
7726,boardgameexpansion,Carrier Planes in Flames,1998,2,6,240,240,240,12,47,7.01064,5.57952,189,7,3,6,22,8,4.75
186869,boardgame,White Elephant Gift Exchange,2015,3,8,15,5,15,3,0,0,0,1,0,0,0,0,0,0
216132,boardgame,Clans of Caledonia,2017,1,4,120,30,120,12,2,8.5,0,1,0,8,72,5,1,3
64374,boardgame,Deep Sea Diving Game,1956,2,4,60,60,60,0,0,0,0,1,0,0,0,0,0,0
145892,boardgame,Dwarves and Dragon,2013,2,4,15,15,15,6,0,0,0,1,0,1,0,1,0,0
98294,boardgame,Zucchini,2009,2,4,0,0,0,5,0,0,0,3,0,0,0,1,1,1
19464,boardgame,Soccer Tactics World,2006,2,2,90,90,90,0,324,6.08877,5.66071,568,78,17,62,165,54,1.8148
213520,boardgame,Lego Nexo Knights Trading Card Game,2016,2,2,15,5,15,6,1,4,0,0,0,0,0,0,1,1
43192,boardgame,Star Quest,1968,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187347,boardgame,No Honor Among Thieves,2016,3,5,120,90,120,13,5,7,0,15,0,4,23,10,0,0
