id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
123505,boardgame,1000 Bornes sur un Plateau,2008,1,4,30,30,30,5,10,6.125,0,31,0,0,0,4,0,0
40141,boardgame,Obama!  The Game,2008,2,4,30,30,30,0,4,4.25,0,5,1,2,4,0,0,0
12715,boardgame,De Bellis Renationis,1997,1,2,180,180,180,14,47,6.59894,5.55511,117,2,0,4,16,9,3.5556
140974,boardgame,Mages,2013,2,5,60,60,60,10,12,5.70833,0,28,2,0,2,4,4,1.75
26232,boardgame,Trimmel,1981,2,2,30,30,30,8,0,0,0,8,0,0,0,1,0,0
2771,boardgame,Maginor,2001,2,4,45,45,45,12,328,5.49909,5.49931,739,78,3,14,144,38,1.8684
184520,boardgame,Fianco,2005,2,2,20,20,20,8,1,7.5,0,2,0,0,0,1,0,0
201557,boardgame,Odyssey,0,1,4,30,15,30,5,1,10,0,1,0,0,1,0,0,0
155526,boardgame,Super-Chex,1948,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38719,boardgame,PQ-17,1975,2,2,120,120,120,0,1,5,0,9,1,1,1,0,0,0
186715,boardgameexpansion,Manhattan TraffIQ: East River,2015,2,4,60,30,60,8,3,6.66667,0,9,0,1,1,0,0,0
23231,boardgame,Hex-Chex,1985,2,2,30,30,30,10,1,6,0,1,0,3,4,2,0,0
24762,boardgame,Medici vs Strozzi,2006,2,2,30,30,30,10,1538,6.52968,6.14922,1808,115,53,205,676,194,2.4485
76544,boardgame,Shakin' Scarecrow,2009,2,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0
66351,boardgame,Wali,0,2,2,15,15,15,7,1,7,0,2,0,0,0,0,0,0
169352,boardgame,Na gruzińskim szlaku,2014,2,4,45,45,45,10,0,0,0,1,0,0,0,0,0,0
165762,boardgame,Alarm,1962,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64603,boardgame,Diamantenraub,2009,2,4,30,30,30,4,5,4.5,0,9,2,0,0,1,2,1.5
179718,boardgame,Black-Handed Henry's Potion Party,2015,2,4,60,20,60,7,30,5.75667,5.49332,111,2,1,3,6,2,1.5
4725,boardgame,By Force Of Arms,1994,2,2,120,120,120,12,6,6.1,0,18,2,0,2,3,1,3
122838,boardgame,Goalmouth Scramble,1992,1,2,0,0,0,0,1,3,0,1,0,0,1,0,0,0
66153,boardgame,The Team,2009,2,2,30,30,30,10,0,0,0,2,0,0,0,0,0,0
182300,boardgameexpansion,Operation Iron Fist,2015,1,2,30,15,30,12,1,7,0,5,0,0,1,0,1,2
60294,boardgameexpansion,Gold War,2009,3,5,20,20,20,9,4,6.875,0,31,1,1,2,2,0,0
62216,boardgame,Tomorrow A Corps,2009,1,2,0,0,0,0,1,6.5,0,5,0,1,0,2,0,0
163030,boardgameexpansion,Gettysburg: Devil's Den,2014,2,2,120,120,120,12,0,0,0,4,1,0,1,0,0,0
195210,boardgameexpansion,Legend: Winds of war 1934-1940,2016,1,6,240,90,240,15,2,5.5,0,6,0,3,5,1,0,0
203068,boardgame,Tarántula,0,2,4,0,0,0,4,0,0,0,1,1,0,0,0,0,0
104640,boardgame,Robin Hood,2011,3,5,50,50,50,14,182,7.1592,5.77207,251,12,49,120,48,17,1.4706
20189,boardgameexpansion,Convoy: A Programmed Car Wars Adventure,1984,1,6,0,0,0,10,27,6.43333,0,122,3,2,6,8,2,2
214822,boardgame,"No Retreat 5: The Western Front, 1944-45",0,2,2,480,180,480,14,2,9.5,0,0,0,1,18,0,0,0
189016,boardgame,Topsy Turvy Card Game,2008,2,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0
1701,boardgame,Toscana,2001,2,2,20,20,20,10,320,5.64484,5.54341,571,53,11,19,106,26,1.5385
181476,boardgame,Grandpa Beck's Nuts about Mutts,2015,3,8,0,30,0,5,7,6.27143,0,35,0,1,1,7,1,1
186271,boardgame,Felix The Cat's Dandy Candy Game,1957,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
143661,boardgame,Buffalo Bill,1898,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162543,boardgameexpansion,+6 Bag O' Munchkin Legends,2014,0,0,0,0,0,0,11,6.77273,0,110,2,3,23,3,1,1
114202,boardgame,Dartabout,1930,2,4,30,30,30,7,1,3,0,1,1,0,1,0,0,0
137497,boardgame,"Operation Skorpion: Rommel's First Strike – Halfaya Pass, May 1941",2013,2,2,200,200,200,0,14,6.17857,0,90,5,2,9,10,4,2.5
14959,boardgame,America in-a-Box,1995,2,6,180,180,180,8,7,5.14286,0,23,0,0,0,7,1,1
36993,boardgame,COLORS,2008,2,2,10,10,10,0,38,6.27632,5.52832,51,4,3,13,13,5,1.2
61488,boardgame,"A Union So Tested:  Look, Sarge, No Charts American Civil War",2009,2,8,300,300,300,10,0,0,0,1,0,1,2,1,0,0
197152,boardgameexpansion,Alone Against the Aliens,2016,1,1,0,60,0,14,1,9,0,32,0,2,5,3,0,0
11284,boardgame,1862,2000,4,7,360,360,360,12,35,7.42857,5.5716,57,1,23,28,11,6,3.6667
92363,boardgame,Amateurs to Arms!,2012,2,2,150,150,150,12,141,7.89539,5.80992,443,14,61,167,78,26,3.2308
116097,boardgame,The Shape Game,2010,4,10,0,0,0,14,0,0,0,1,0,0,0,0,0,0
133978,boardgame,Qero,2012,2,2,15,15,15,5,0,0,0,0,0,0,0,0,0,0
151952,boardgameexpansion,Gathering Storm,2015,2,5,480,360,480,12,40,5.55125,5.51373,227,9,15,51,29,12,3.6667
209774,boardgame,100 Swords: The Silver Queen's Dungeon,2017,1,2,0,0,0,13,1,7,0,10,0,3,4,2,2,1
23613,boardgame,La vallée de la mort,2006,2,2,240,240,240,12,58,5.42672,5.49252,260,10,2,4,46,12,2.8333
15796,boardgame,Bamsespillet,0,2,4,15,15,15,4,0,0,0,1,0,0,0,0,0,0
6616,boardgame,"MINDFIELD, The Game of US Military Trivia",2003,2,4,90,90,90,12,1,1,0,4,0,0,1,1,0,0
19814,boardgame,Bull Craps,2005,2,2,0,0,0,6,1,1,0,6,1,1,3,1,1,1
33010,boardgame,Mambo,2007,2,2,20,20,20,0,5,6.6,0,6,0,0,6,2,2,2
108792,boardgame,Ennea,2011,2,2,10,10,10,8,4,7.25,0,9,0,5,4,4,1,2
30961,boardgame,Arnold Palmer's Golf Card Game,2007,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38627,boardgame,Campaigning with the Duke,2006,2,0,0,0,0,0,1,6,0,2,0,0,0,1,1,2
3956,boardgame,Four-Letter Frenzy,1989,3,8,20,20,20,10,5,5.5,0,24,3,0,0,2,0,0
60741,boardgame,Mush! The Iditarod Board Game,2004,2,4,20,20,20,10,0,0,0,0,0,0,0,0,0,0
8295,boardgame,Secrets of the Pyramids,2000,2,4,15,15,15,6,40,4.7,5.46719,135,14,0,4,20,6,1
20577,boardgame,Don Martin's Kartenspiel,1989,3,6,120,120,120,8,16,4.7625,0,41,5,1,1,8,3,1
665,boardgame,Quackshot,1995,2,4,10,10,10,6,70,6.86743,5.6008,68,3,24,33,36,10,1
2576,boardgame,Kampf um Rom: Das Kartenspiel,2000,3,4,45,45,45,12,15,5.26667,0,51,4,2,4,7,1,2
208437,boardgame,Morpheus,2016,2,2,60,20,60,5,2,4.8,0,2,0,0,0,1,0,0
163243,boardgameexpansion,Clockwork Wars: Sentience,2015,2,5,90,90,90,13,53,7.90208,5.62774,296,8,16,36,25,2,3
46659,boardgame,The Great Stampede West,1981,2,4,0,0,0,0,1,5,0,0,0,0,1,1,0,0
162541,boardgame,Von Kelten und Druiden,2001,2,6,0,0,0,9,2,3,0,3,0,0,0,1,0,0
11316,boardgame,Battle Chips,2001,2,2,5,5,5,10,1,6,0,1,0,3,2,1,0,0
133967,boardgameexpansion,Eclipse: Rise of the Ancients – The Tractor Beam,2012,2,9,180,180,180,14,214,7.33832,5.85933,832,13,66,150,60,15,3.0667
17259,boardgame,Bank Account,1994,2,5,30,30,30,8,0,0,0,4,0,0,0,0,0,0
36758,boardgame,Tibi,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120977,boardgame,Underwood,2012,2,10,30,30,30,12,10,5.95,0,18,0,1,5,0,0,0
52926,boardgameexpansion,Sumeria: 2-Player Expansion,2009,2,2,30,30,30,10,81,6.47099,5.58486,347,25,8,19,48,7,2.1429
25711,boardgame,Speedboat Racing,1935,2,4,30,30,30,0,0,0,0,0,0,0,1,0,0,0
209393,boardgame,Woven in Myth,2016,2,2,15,5,15,12,3,6.33333,0,5,0,0,0,0,1,2
30501,boardgame,Conni feiert Geburtstag,2007,2,4,15,15,15,0,3,3.33333,0,4,1,1,1,2,0,0
22821,boardgameexpansion,Twilight Imperium (Third Edition): Shattered Empire,2006,3,8,240,240,240,12,4089,8.6383,8.02846,8249,105,264,980,1045,442,4.1833
166418,boardgame,Darkrock Ventures,2016,1,5,45,30,45,14,84,7.06262,5.61542,363,13,19,109,51,7,2.4286
23831,boardgame,Ruck Zuck,1985,2,6,10,10,10,8,17,6.10588,0,68,2,0,1,7,4,1
128659,boardgame,謎解きバトルＴＯＲＥ！宝探しアドベンチャー 魔宮攻略ＧＡＭＥ,2012,2,4,45,45,45,7,1,6.5,0,3,0,0,2,0,0,0
11186,boardgameexpansion,Formula De: Gran Premio d'Italia – Perugia – Circuito Cittadino,1999,2,10,90,90,90,12,15,7.76667,0,24,0,8,14,7,2,1.5
1290,boardgame,Shifti,1977,2,4,30,30,30,8,41,4.47354,5.45306,102,13,1,1,23,2,1
23871,boardgame,Daruma Otoshi,0,1,6,0,0,0,0,8,5.75,0,13,1,0,1,5,1,1
91365,boardgame,Taikyoku Shogi,1600,2,2,1950,1950,1950,0,4,6.25,0,2,0,3,8,3,0,0
31036,boardgame,Gazootch,2007,2,6,30,30,30,8,5,5.8,0,17,0,0,1,4,0,0
8703,boardgame,The Ardennes Offensive,1973,2,2,120,120,120,12,70,6.30714,5.54341,167,9,6,11,39,12,2.6667
131014,boardgame,Carcassonne: Winter Edition,2012,2,5,40,40,40,8,1074,7.53824,6.59518,2201,23,55,219,259,49,1.7551
100115,boardgame,Almighty Heroes Adventure,2007,2,4,0,0,0,3,0,0,0,1,0,0,1,0,0,0
143296,boardgame,Omada,2013,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24827,boardgame,Traders of Osaka,2006,2,4,30,30,30,12,2263,6.90234,6.51306,2945,118,239,792,781,237,2.0464
73538,boardgame,Pirate Fluxx,2011,2,6,40,10,40,8,1727,6.20738,5.91095,3997,104,19,148,340,111,1.4234
202177,boardgame,Gardens of Io,2016,2,5,45,30,45,8,8,7.79375,0,17,0,3,5,2,0,0
28882,boardgame,The Virginian Game,1962,2,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0
6101,boardgame,Aura Battler Dunbine,1983,2,2,120,120,120,12,1,7,0,11,0,0,0,1,1,2
2897,boardgame,In Pursuit,2001,4,8,60,60,60,12,153,5.62288,5.51393,368,47,1,7,54,12,1.8333
187987,boardgame,"Bid, Bluff & Buy",2015,4,6,30,30,30,13,1,4,0,1,0,0,1,1,1,1
30922,boardgame,Round the Coast,1920,2,8,20,20,20,3,0,0,0,0,0,0,0,0,0,0
32738,boardgame,Stolen Treasure,0,2,2,0,0,0,0,1,1,0,5,0,0,0,0,0,0
2793,boardgame,The Hamsters,1986,2,6,30,30,30,5,24,4.64583,0,40,1,2,3,11,4,1
111957,boardgame,Dr. PlayWell's Don't Pick on Me Game,2005,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
211180,boardgame,"Black Stories: Promostory ""An der Leistungsgrenze""",2016,2,22,222,2,222,12,1,7.5,0,1,1,0,0,0,0,0
197977,boardgame,Karma Dividido mas o menos por igual,0,2,4,0,0,0,10,3,7.16667,0,7,0,0,0,2,0,0
130751,boardgame,Spooky Spells,2012,3,10,15,15,15,8,14,5.3,0,22,0,1,2,4,0,0
7792,boardgame,Trench,1975,2,2,120,120,120,0,4,3.25,0,13,1,4,3,1,0,0
35450,boardgame,Bitmoor,2001,2,4,30,30,30,0,0,0,0,0,0,0,0,0,0,0
15714,boardgame,Barbie: Guess the Look!,2004,2,2,15,15,15,6,1,4,0,1,0,0,1,0,0,0
194626,boardgame,Happy Salmon,2016,3,6,2,2,2,6,663,6.94094,6.10679,1281,6,65,304,164,7,1
25926,boardgame,Aera,1986,2,2,0,0,0,8,0,0,0,2,0,0,0,0,0,0
39201,boardgame,Viamala,2008,2,4,45,45,45,0,23,4.36957,0,30,1,1,2,10,6,1.3333
24760,boardgame,Alpha Brik,2006,2,2,0,0,0,0,1,5.1,0,6,0,0,1,0,0,0
61216,boardgame,Monsters VS Monsters,2009,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0
466,boardgame,Inkognito,1988,3,5,90,90,90,10,2295,6.59246,6.27169,3982,172,134,550,600,202,2.1485
19563,boardgame,Snap Judgment,2004,2,6,20,20,20,8,2,6,0,8,1,0,1,0,0,0
3508,boardgame,Hold Everything!,1996,2,6,20,20,20,6,19,4.88947,0,54,5,0,0,13,2,1
66666,boardgame,Heroic Samurai,2006,2,0,0,0,0,0,2,6,0,5,0,0,0,1,1,3
128771,boardgame,Aluette,0,2,4,45,45,45,8,2,7.5,0,5,0,0,0,0,0,0
18500,boardgame,Sator Arepo Tenet Opera Rotas,2008,2,4,60,60,60,8,747,6.90083,6.14174,882,40,99,335,254,77,2.4026
162476,boardgame,Masmorra de DADOS,2014,2,5,30,30,30,14,113,7.00221,5.64949,208,6,2,12,13,10,2.3
36115,boardgame,BESM,2005,2,2,0,0,0,0,1,7,0,3,0,0,1,1,0,0
122560,boardgame,Top Speed Mini,2012,2,8,20,20,20,5,9,7.61111,0,13,0,4,5,8,1,1
200527,boardgame,Moogh,2016,2,4,35,15,35,10,6,7.20833,0,27,0,1,10,9,2,2.5
171260,boardgame,Computer Wargame #1: Round Vernian Vifam,0,2,0,30,30,30,0,0,0,0,0,1,0,0,0,0,0
170901,boardgame,Jarl: The Vikings Tile-Laying Game,2015,2,2,25,15,25,13,185,7.15665,5.77649,642,36,31,144,59,7,2.4286
35319,boardgame,Bal Masque,1995,2,6,60,60,60,0,3,2.33333,0,1,0,0,0,1,0,0
147622,boardgameexpansion,Descent: Journeys in the Dark (Second Edition) – Valyndra Lieutenant Pack,2013,2,5,120,120,120,14,208,7.81394,5.85525,1688,11,58,159,63,3,3
165358,boardgameexpansion,The Princes of Florence: The Muse and the Princess,2009,2,5,90,90,90,13,46,7.10576,5.57333,270,27,11,20,36,6,3
192193,boardgame,O Gangster de Retrocity,2016,2,4,60,30,60,12,2,6.5,0,4,0,0,0,0,1,2
140204,boardgame,Monopoly: Mars edition,2010,2,8,90,90,90,8,0,0,0,0,0,0,0,0,0,0
129037,boardgameexpansion,Magnum Sal: Muria,2012,2,5,90,90,90,10,160,7.56031,5.81607,479,7,28,80,53,11,3.5455
33137,boardgame,Closing the Ring,0,2,3,240,240,240,0,0,0,0,0,0,0,1,0,0,0
19128,boardgame,Lügen-Kniffel,1992,3,8,30,30,30,8,4,3.625,0,9,1,0,1,2,0,0
183744,boardgame,Mages of Ebenor,2015,2,4,15,5,15,10,0,0,0,1,0,0,0,0,0,0
151191,boardgame,Pan  T'es Mort,2013,2,6,10,10,10,8,43,6.08605,5.52835,51,2,1,3,11,6,1.5
23537,boardgame,Treppauf: Treppab,1978,2,4,30,30,30,8,3,6.66667,0,7,0,0,0,2,1,2
153433,boardgame,"What Went Wrong: The Battle of Ap Bac, January 2, 1963",2013,1,2,120,120,120,12,5,5.6,0,21,0,1,4,4,0,0
85321,boardgame,Full Speed Ahead!,0,2,6,120,120,120,12,0,0,0,0,0,0,2,2,0,0
38786,boardgame,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",2012,2,2,30,30,30,12,394,8.02085,6.25686,1051,22,99,353,161,64,3
191900,boardgameexpansion,Kill the Overlord: Conspirator,2012,0,0,0,0,0,0,0,0,0,7,0,2,4,0,0,0
80351,boardgame,Mission Patrol 2,2010,1,2,15,15,15,8,0,0,0,1,0,0,3,0,0,0
57666,boardgame,Budgetown,0,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0
165953,boardgameexpansion,Star Trek: Attack Wing - Ferengi - Bok's Marauder - Resistance is Futile Blind Booster Pack,2014,2,99,60,60,60,14,12,6.04167,0,96,3,4,10,7,0,0
209711,boardgame,Trick or Treat,2016,1,0,5,1,5,8,0,0,0,3,0,0,0,1,0,0
99672,boardgameexpansion,Alien Incursion,2008,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
160744,boardgame,Far Space Foundry,2015,1,4,80,80,80,10,258,7.07541,5.85023,696,40,77,254,117,13,2.6923
203421,boardgame,Ankh,2016,2,5,30,30,30,8,14,6.07143,0,23,0,3,9,1,1,1
159140,boardgame,Inventor's Market,2014,2,6,15,15,15,0,10,5.55,0,21,1,0,4,6,5,1.2
11643,boardgame,Polly Pocket: Fashion Beach,2004,2,4,30,30,30,5,4,5.25,0,8,0,0,0,3,0,0
25967,boardgame,Scene It? Marvel Deluxe,2006,2,12,60,60,60,8,49,5.67347,5.51288,145,9,4,9,17,1,1
135415,boardgame,DallasOpoly,1989,2,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0
17129,boardgame,Battlegammon,1994,2,2,0,0,0,12,0,0,0,0,0,0,1,0,0,0
169568,boardgameexpansion,Dungeons & Dragons: Attack Wing – Ancient White Dragon Expansion Pack,2014,2,0,30,30,30,14,13,7.80769,0,98,2,4,17,1,1,2
157337,boardgame,Weine nicht! Scherz-Roulette,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4674,boardgame,Assault on Sevastapol,1990,2,2,45,45,45,12,18,5.77778,0,82,6,0,1,19,5,1.6
47474,boardgame,Ursaris,1997,2,4,30,30,30,10,0,0,0,1,0,0,1,0,0,0
66722,boardgame,Pro Football Hall Of Fame Trivia Game,1996,2,4,0,0,0,10,0,0,0,2,0,0,1,0,0,0
202684,boardgameexpansion,Rum & Bones: Saint Seraphina,2017,2,6,75,30,75,14,2,5.5,0,14,0,2,4,1,0,0
61,boardgame,Fossil,1998,2,6,40,40,40,10,615,5.39965,5.45915,860,103,8,25,242,49,1.7551
29384,boardgame,Children of the Sun: Battles of Marshal Antonio Jose de Sucre,2007,1,2,180,180,180,12,0,0,0,0,0,0,1,0,0,0
10987,boardgame,All-in-the-Dice Baseball,1988,1,2,10,10,10,12,2,4.5,0,6,1,1,1,1,1,1
79057,boardgame,Brushfire,2010,2,2,30,30,30,10,5,7.5,0,6,0,1,2,2,1,2
159014,boardgame,Royal Prep Academy Game,2013,2,2,30,30,30,3,9,6,0,17,1,0,1,3,2,1
4772,boardgame,Simon de Montfort,1979,2,2,120,120,120,12,25,5.99,0,87,5,8,8,22,3,3
134391,boardgameexpansion,Sentinels of the Multiverse: Dark Visionary Promo Card,2013,2,5,45,45,45,13,145,8.09207,5.85464,739,21,50,93,41,3,2.6667
16723,boardgame,Crystal Maze,1991,2,4,0,0,0,8,29,4.23103,0,60,4,4,8,17,7,1.2857
11594,boardgame,Crossword Toss,0,2,4,15,15,15,6,0,0,0,0,0,0,0,0,0,0
91985,boardgame,Auto Ambush!,2009,3,6,10,10,10,4,0,0,0,1,0,0,0,0,0,0
59418,boardgameexpansion,PitchCar Mini Extension 5: The Cross,2009,2,8,30,30,30,6,80,7.23812,5.64765,249,8,40,43,24,5,1
32150,boardgame,Ambush Alley,2007,1,2,60,60,60,0,52,7.99038,5.62011,114,2,8,31,18,5,2.6
108031,boardgame,Dance Mania,2001,2,6,30,30,30,7,0,0,0,1,0,0,0,0,0,0
34698,boardgame,Der Maulwurf hilft!,1992,2,6,20,20,20,0,0,0,0,3,0,1,0,0,0,0
133966,boardgame,Ekiden,2010,3,5,45,45,45,8,7,6,0,14,0,2,5,1,0,0
18249,boardgame,Abrekodibru,2004,2,8,20,20,20,7,0,0,0,4,0,0,1,1,0,0
153435,boardgameexpansion,Shadowrift: Archfiends,2015,1,6,45,45,45,14,28,7.68214,0,413,9,19,56,26,1,2
155769,boardgame,Jeu des Échanges: France – Colonies,1941,2,8,0,0,0,8,1,1,0,0,0,1,1,0,0,0
3576,boardgame,Operation Olympic,1974,1,2,120,120,120,12,102,6.20147,5.56136,394,8,13,22,66,14,2.7143
23844,boardgame,Daler,1975,2,6,15,15,15,0,0,0,0,1,0,0,0,1,0,0
20290,boardgame,Chaos in Cairo,0,2,2,60,60,60,10,6,6.5,0,17,0,1,3,1,0,0
129943,boardgame,Wash & Dry Bingo,2009,2,4,15,15,15,3,1,7,0,2,0,0,0,1,0,0
88802,boardgame,Home Sweet Home,2011,3,4,75,75,75,10,3,7,0,1,0,0,2,1,1,3
15139,boardgame,Rapidcroco,2004,2,5,15,15,15,6,94,5.63511,5.51351,204,7,8,16,31,6,1
8772,boardgame,Shiseikan: Planetary Colonial administrator,1984,4,4,360,360,360,12,2,7,0,3,0,3,3,1,1,2
41126,boardgame,Le magistral,1984,2,16,45,45,45,10,0,0,0,2,0,0,0,0,0,0
90155,boardgame,Zombie War,2011,2,4,60,60,60,12,1,1,0,0,0,12,40,2,0,0
35820,boardgame,Uncle Duke's Napoleonette,2005,2,2,180,180,180,0,0,0,0,3,1,0,0,1,0,0
4955,boardgameexpansion,Formula Dé Circuits 21 & 22: Budapest & Nürburgring,1999,2,10,120,120,120,12,207,7.45976,5.87641,569,8,65,71,59,20,1.9
72587,boardgame,"Möbelrücken, oder: Wie kommt denn der Toaster ins Schlafzimmer?",1995,2,4,60,60,60,12,2,4,0,5,1,0,0,1,0,0
26418,boardgame,Platsch,1996,2,6,15,15,15,5,4,4,0,9,0,0,0,1,1,1
10703,boardgame,Baantjer,2001,2,4,45,45,45,7,16,4.1875,0,48,4,0,0,6,4,1.5
95695,boardgame,Wiochmen Wesele,2011,2,5,45,45,45,15,38,4.32368,5.45271,57,3,0,1,6,2,2
10952,boardgame,Bells of War: Conquest Series,1997,2,7,1500,1500,1500,12,24,5.04167,0,39,5,1,4,10,2,5
25502,boardgame,Warlord,1983,2,2,60,60,60,12,3,8.33333,0,10,0,0,0,2,0,0
108676,boardgameexpansion,Classic Battletech: Technical Readout – Prototypes,2011,2,6,120,120,120,14,7,7.48571,0,33,0,0,5,1,2,3
167306,boardgameexpansion,Friendly Fire Pack 9,2014,2,2,120,120,120,0,6,8,0,33,0,1,2,3,0,0
58119,boardgameexpansion,Classic Battletech: Technical Readout – 3050 Upgrade,2007,2,6,120,120,120,14,19,7.71053,0,84,0,0,7,2,2,3
6302,boardgame,Tower Quest,1990,2,8,30,30,30,0,1,5,0,3,0,1,2,0,0,0
48316,boardgame,Alamo,2004,2,8,30,30,30,6,0,0,0,2,0,0,1,0,0,0
40064,boardgameexpansion,Trivial Pursuit: Kansallispainos,1991,2,36,0,0,0,0,1,3,0,1,0,0,2,1,0,0
66985,boardgame,Polska 1939,2009,2,6,600,600,600,12,16,6,0,32,2,1,3,3,4,2.75
20124,boardgame,Walt Disney's Fantasyland Game,1956,2,4,0,0,0,4,12,3.375,0,40,2,1,7,5,1,1
171828,boardgame,Cat On Yer Head,2014,15,1000,60,10,60,8,4,6.25,0,18,0,1,16,2,0,0
15524,boardgame,Slalomspelet,1977,2,6,60,60,60,0,1,1.5,0,8,1,0,0,0,0,0
133992,boardgame,Sorcerers of the Magic Kingdom,2012,0,0,0,0,0,6,33,5.97273,5.51775,80,3,4,2,9,4,1.25
3046,boardgame,"Red Sun/Red Star: The Nomonhan Campaign, 1939",1993,2,2,360,360,360,12,53,5.72075,5.50802,299,12,7,5,46,11,2.6364
139374,boardgame,DTC,2012,2,6,20,20,20,7,39,6.04103,5.51824,62,1,2,3,7,5,1.4
144386,boardgameexpansion,Dungeon Fighter: Fire at Will,2013,1,6,60,45,60,14,247,7.42858,5.9086,1038,18,37,126,57,14,1.9286
163732,boardgame,Wissen und Spass,1993,2,12,60,60,60,14,0,0,0,0,0,0,0,0,0,0
211081,boardgameexpansion,Catan Länderszenarien: Polen,2016,3,6,120,60,120,10,2,8,0,62,2,0,3,4,0,0
170937,boardgame,Newton,2014,1,6,45,45,45,10,3,5,0,9,0,0,0,0,0,0
66128,boardgame,Planet X,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6133,boardgame,Wheaties Sports Trivia Game,1999,2,6,60,60,60,12,0,0,0,13,2,0,1,0,0,0
23476,boardgame,Pass the Bag,1972,3,8,15,15,15,3,1,4,0,0,0,0,0,1,0,0
1218,boardgame,Junior Labyrinth,1995,2,4,15,15,15,5,381,5.66483,5.54619,826,68,5,18,191,29,1.2069
154760,boardgame,Raketen-Wettfahrt,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
42591,boardgame,Summer Lightning: The Invasion of Poland 1939,2011,1,2,240,240,240,12,40,6.905,5.5572,181,11,13,44,18,7,2.8571
88566,boardgame,Avodome,2010,2,6,30,30,30,12,6,7,0,7,0,1,4,3,3,2.3333
22884,boardgameexpansion,Lord of the Rings: Battlefields,2007,2,5,0,0,0,12,452,7.15288,6.05158,1626,31,177,359,232,56,3.0893
49323,boardgame,Elefantenrennen,1999,2,6,15,15,15,3,1,4,0,0,0,0,0,0,0,0
172550,boardgame,Harry Hopper,2015,2,4,20,20,20,6,10,6.38,0,25,2,0,11,2,1,1
26540,boardgame,Napoleonic Battles: Austerlitz 1805,2007,2,2,120,120,120,12,47,5.00426,5.48729,155,8,2,8,33,5,2
195997,boardgameexpansion,Heretik Chess,2016,2,2,120,30,120,6,0,0,0,1,0,0,0,0,0,0
207347,boardgame,London After Midnight 2: Sherlock in Hell,2016,2,6,15,10,15,9,26,6.50769,0,52,0,2,14,5,0,0
18819,boardgameexpansion,Napoleonic Scenarios Volume 2,2002,2,4,180,180,180,12,3,5.66667,0,13,1,0,2,0,0,0
33277,boardgame,The Martian Gathering,2001,2,2,30,30,30,0,0,0,0,0,0,0,0,0,0,0
118336,boardgame,Paul Koenig's Market-Garden: Eindhoven Bridge,2012,2,2,50,50,50,13,23,7.21739,0,86,3,11,15,10,4,1.75
153649,boardgame,What's Cookin',1988,2,5,45,45,45,4,2,5.5,0,1,0,1,1,1,1,1
204142,boardgame,乾杯 CHEERS,2016,3,6,25,15,25,6,6,6.58333,0,8,0,0,0,2,0,0
25755,boardgame,DOT-O,1983,2,6,30,30,30,0,0,0,0,2,0,0,0,0,1,1
212695,boardgame,Invasion: Free State,2017,2,4,70,50,70,12,0,0,0,0,0,4,25,0,0,0
137144,boardgame,Roundup,2006,2,2,60,60,60,5,0,0,0,0,0,0,0,0,0,0
153526,boardgame,Vîro,0,2,2,15,15,15,12,0,0,0,0,0,0,0,0,0,0
21572,boardgame,ChickenFoot,1986,1,8,45,45,45,8,89,5.76517,5.52423,94,1,0,3,36,13,1.3077
80276,boardgame,Letterix,0,1,1,5,5,5,3,0,0,0,1,0,0,0,0,0,0
11065,boardgame,Skillcat: The Nine Lives Card Game,2003,1,2,20,20,20,10,0,0,0,0,0,0,0,0,0,0
37085,boardgame,Galactic Hero,2008,2,6,40,40,40,0,1,6,0,3,0,0,1,2,0,0
179942,boardgame,Hope City,0,3,6,180,45,180,13,2,7.5,0,0,0,1,12,2,1,1
3662,boardgame,BattleFleet Mars,1977,2,2,120,120,120,12,147,6.16667,5.58064,432,27,29,59,83,24,3.1667
3575,boardgame,The Plot to Assassinate Hitler,1976,2,2,300,300,300,12,170,5.52529,5.47739,567,35,18,37,138,25,2.88
7518,boardgame,"Words, Words, Words",1999,2,2,45,45,45,8,0,0,0,4,1,1,1,3,0,0
